access,account,action,address,attachment,automatically,bank,best,business,change,charge,click,complete,confirm,contact,copy,copyright,customer,date,day,dear,delete,deliver,delivery,desk,document,e,email,emailaddress,error,expire,file,follow,free,fund,good,hello,help,hi,hour,id,immediately,important,information,interested,invoice,kindly,know,let,like,link,mail,mailbox,mailto,make,message,million,money,need,new,note,notice,notification,number,online,order,outlook,password,pay,payment,privacy,process,question,receive,regard,reply,request,require,reserve,review,right,security,send,sender,server,service,share,sincerely,soon,spam,support,suspect,team,thank,thanks,time,today,total,transaction,transfer,u,united,university,unsubscribe,update,upgrade,urgent,urladdress,use,user,uvic,verify,victoria,view,visit,want,web,wish,work,year
0.0,0.0,0.2254021470537621,0.3272605564761986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14822707412369476,0.0,0.0,0.0,0.0,0.0,0.0,0.10917277340945042,0.2116506689987661,0.0,0.0,0.0,0.19587730057138605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21279875457620417,0.0,0.0,0.0,0.0,0.0,0.5521795125085875,0.0,0.0,0.20108864351265174,0.0,0.0,0.0,0.0,0.0,0.22658326178748778,0.0,0.0,0.0,0.0,0.2947560599299117,0.0,0.0,0.20266523781585208,0.1870576717152574,0.0,0.0,0.0,0.0,0.0,0.23286742072938735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17707807593056796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1858752002144377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35485577822996545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9349210537028276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07028048809762884,0.0,0.0,0.0,0.0,0.0,0.0,0.19492251970637328,0.06899137843418907,0.0,0.0,0.05635521087661912,0.28337689584974624,0.0,0.050946912223601454,0.0,0.0,0.1338492414937977,0.0,0.0,0.04777021328482036,0.0,0.0,0.0,0.0,0.5970031379176511,0.0,0.24628730554439218,0.06821019479551171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059763124411275764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21868472453695134,0.0,0.0,0.0,0.0,0.1221877979302259,0.0,0.0,0.0,0.0,0.04185669840080982,0.0,0.0,0.058883532352259536,0.0,0.0,0.0,0.0648062943058458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1495303786609856,0.0949931713426052,0.0,0.0,0.06531439477651058,0.0,0.0,0.0,0.0,0.06941154850235956,0.04608906918339955,0.22514361335998181,0.0,0.09803073469157816,0.1445374570677291,0.06941154850235956,0.0,0.0,0.06455719342980573,0.0,0.0,0.05706823470191286,0.0,0.0,0.0,0.07562602042346629,0.0747651893304928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38937175999812423,0.055358484768603375,0.0,0.0,0.0,0.0,0.07154328337356194,0.1478825250998395,0.0,0.0,0.0,0.0,0.13990003102426363
0.0,0.43004762470557667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15002803550215138,0.0,0.0,0.0,0.0,0.0,0.0,0.1505429382973026,0.0,0.0,0.0,0.0,0.0,0.12406672059676417,0.0,0.0,0.0,0.14322434036205095,0.15267167834107764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12843452168014288,0.129490654746257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10748849001078861,0.0,0.13559101615770272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10175465130618926,0.0,0.0,0.0,0.0,0.0,0.0,0.12460416189178547,0.0,0.0,0.12740562162137403,0.0,0.0,0.0,0.15239929221206366,0.11676904883762912,0.0,0.1401133308163114,0.0,0.0,0.0,0.0,0.062178910273927405,0.0,0.0,0.5519072717706619,0.4691791916181055,0.14237073748334875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.3174417305658781,0.11522312315083919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12313468644565342,0.15479280741578175,0.0,0.0,0.16126707569460771,0.0,0.0,0.14582277871212623,0.0,0.0,0.16721000198285346,0.0,0.14423769969356048,0.0,0.0,0.0,0.07687591838578715,0.14903752142691218,0.16654332752487208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15074438758726788,0.0,0.4672478011755971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5487348573161653,0.0,0.0,0.0,0.0,0.0,0.13628960970359558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10377881819445733,0.0,0.0,0.0,0.13171993213257222,0.0,0.0,0.0,0.0,0.0,0.16397766834740396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13088727413780277,0.12095686553302448,0.1516624483804622,0.0,0.0,0.0,0.15632023425097297,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.23664802847908,0.0,0.30121157949493366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14550108177284946,0.0,0.0,0.0,0.0,0.1712331989825315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4019317680148807,0.0974019493774746,0.0,0.19471088623149663,0.0,0.0,0.0,0.0,0.0,0.0,0.3413592256112324,0.18580333589664538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17448021874478029,0.0,0.0,0.0,0.1908665377954558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18653368144495264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16064014545901065,0.0,0.0,0.0,0.0,0.0,0.0,0.2566201221209487,0.15810024724925734,0.1982348871369538,0.0,0.43030246078694123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.23418348067811443,0.0,0.0,0.0,0.0,0.19296529772013632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18861696858178925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17840847261083098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16641619026061993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6464103011362761,0.18507826863129728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27705371509010723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17344760333043935,0.0,0.0,0.0,0.0,0.15896717433906407,0.0,0.0,0.0,0.0,0.0,0.0,0.3385967691994478,0.1564537276513782,0.0,0.0,0.2129105588985541,0.0,0.0,0.0,0.0,0.21012404488534886,0.0,0.0,0.0
0.0,0.8430112626794464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14333522376002014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1214999305962031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17348748024622376,0.0,0.0,0.1844408985347393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1744285520362587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16482991636253455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1765430326912845,0.0,0.0,0.0,0.12466688593482107,0.0,0.0,0.0,0.0,0.0,0.0,0.15266145221041444,0.0,0.16336416113737823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07617982092381939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17265054720659745,0.0,0.0,0.0,0.0
0.09823563769119903,0.11582140680012448,0.0,0.0,0.0,0.0,0.0,0.09081865413878613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09354492227174882,0.0,0.0,0.06677155340981819,0.10696710008935373,0.0,0.0,0.0,0.0,0.0,0.09835768146545121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2506044904869498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09341481127316072,0.11701169329785774,0.0,0.0,0.08230536677689528,0.0,0.0,0.0,0.0,0.08791722958998242,0.0,0.0,0.0,0.0,0.0,0.3196986834037282,0.09153517309989963,0.1026113121275169,0.0,0.0,0.07237261301230265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06442170827748987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1804716283507147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07862126616991444,0.0,0.0,0.0,0.14742040787664867,0.0,0.10450419810376908,0.7954428794773225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.16287397122825906,0.0,0.0,0.0,0.0,0.13420683755282112,0.0,0.0,0.0,0.0,0.11077231417517948,0.0,0.0,0.10014171323826015,0.0,0.14378667373096143,0.39464292654288946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06915779484844313,0.0,0.0,0.0,0.0,0.12408260544574676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12008672250675398,0.0,0.0,0.0,0.0,0.0822739064137523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5771890485838282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1469591349771731,0.0,0.0,0.10219340984820967,0.0,0.11849562561530896,0.0,0.0,0.0,0.0,0.09059309285174308,0.0,0.0,0.0963450510890061,0.0,0.13643596995711138,0.0,0.0,0.25378841110294453,0.0,0.0,0.1121738402800635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11774656411477243,0.10881314028750742,0.0,0.0,0.4442361366884805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
